q_a,label
it's not them. it's the disney corperate machine. idk which is the worst,0
no,0
18 is a random age that we have picked out. personally i think 21 is more of an adult. when i was18 i was just a dumb kid and thought i knew everything. not ! ! lol,0
i believe in gosts and spirts i think people are fasinatated by it because we can't explain it,0
no. the minerals in the water have a taste,0
ha ha ha ha ha ha i wish ! !,0
sometimes. do yours .,0
i really don't know. my daughter doesn't live here and i don't know any one that has high school kids,0
yes and his name is hercules he makes me feel very secure,0
it's never fair. thankfully i work at a hotel where that hasn't happened ( yet ),0
it did but i did not participate in them,0
lol i have always thought so,0
dog,0
stress,0
i just wait for the rude fucker to get done..... then keep going,0
yes....and no,0
okies,0
lmao yep yep,0
yep,0
lol yess ! !,0
nopie,0
paris hilton,0
paris hilton in a helicopter ride around manhatten,0
when it's women i am on top when it's men i am a switch,0
hello,0
sweet dreams,0
oh i didn't mean nasty like. i just ment a peck on the cheek. and it's kool that you are having a beer for me. i am drinking one for you as well,0
i am a whitey . and you .,0
yes it suxed,0
when i was little the niebore lady saw me and gave me a spanking,0
yes my left collar bone,0
every day,0
too many to count and no,0
nope never,0
i have not heard of it ok i will,0
yes,0
sure i have had conversations with a million people and touched the lives of countless,0
no but i have wreaked my car. twice. long story.,0
yes from virginia to wyoming,0
nope never,0
not once ever,0
never,0
yep,0
old country and some rock and roll,0
when my ex wife says that i can't have my daughter for the summer >>>> grr,0
i haven't seen the first two and i don't plan on seeing this one,0
i am a team member because the work gets done sooner and i can drink beer sooner,0
german braughts,0
smallville,0
it's a long way to the top ( if you wanna rock and roll ) ac/ dc,0
smallville,0
beer,0
superman blue,0
the outlaw josie wales,0
rocky road,0
rocky road,0
my harley.,0
doggie,0
doggie,0
fuck,0
the death and life of superman,0
rattlesnakes you can hear them and they are tasty,0
i don't eat candy,0
if i am getting it then i will give you doggie if i am giving it then missionary and doggie both,1
ac/ dc >> it's a long way to the top if you wanna rock and roll,0
21,0
ac / dc,0
superman / batman >> public enimies superman 1 star trek : the wrath of kahn the newest star trek movie,0
okies,0
yes and i have,0
viagra,0
holidecks with any luck,0
i try hard to do it as well but find it difficult,0
i have and it suxxes. i had to ask friends what i did and then trust what they told me,0
i have a 16 year old daughter so yeay,0
i would be strongly against it,0
lol no worries sweetie,0
otep is a woman who is one hell of a poet ( is otep poet spelled backward . ohh i belive it is ),0
it means that we can speak any language we choose to. it also means we can speak out but the 1st amendment doesn't stop with just speaking out it means we have freedom of speech to say what we want in any language we choose. the founding fathers didn't pick a national language for a reason.,0
i have no respect for it. the law as it stands today is designed to keep people under the thumb of law enforcement. its not ment to help but rather to hurt. i don't fer it however.,0
kisses,0
every day sister ! ! lol,0
some are.,0
i am yes,0
long hair >> i know it's a pain in the ass to take care of but its' sexy,0
boots,0
i have done both it's just part of nature and it's ok,0
hooker red,0
yep yep,0
short skit crazy,0
i would stop dating her,0
yes,0
i gave my daughter the same middle name as my wifes first name,0
my ex wife,0
just a little,0
stick by the mistake we have made. the baby didn't ask to be made much less left alone,0
i have been to jail several times,0
outstanding,0
pmb lac ( no significant other ) lbb eeb ( no bro's ) amb dej clb,0
sometimes unless it's me and 2 hot chicks ! ! lmao,0
okies have fun,0
lol bad cop,0
am i guilty . what are you asking brittany .,0
i will ! ! have a great day ! !,0
i find it incredably erotic when a girl / guy swallows,0
sure anytime,0
yes,0
nice. you look good,0
lol kisses,0
it is illegal to be with a hooker in france same in brazil but they don't go afteare you,0
never been to australia but i would love to go. ( i would do . ) lmao,0
yeay i really liked both places ever been to brazil . that place was amazing ! !,0
kisses,0
kool you are on the invite list ( bring the beer ) lmao,0
thank you ! ! !,0
thank you ! ! that means a lot to me ! !,0
yep gone all the way too,0
nope,0
nope,0
nope never,0
never been the begger but i have bought cigs for underage kids and feminun products for my wife when we were married,0
not that i know of,0
in the first gulf war we had a plane come in on fire. it was an a 7 light attack plane. we put the fire out but mark torres was killed in the fire. i have put it behind me but it took forever. i still dream of it,0
yes i met my ex wife in the laundry matt,0
lmao but i once told my daughter >> that's the way i roll baby and she did the same thing as you,0
yeay like when i had that really horriable job for a hotel,0
nope we are very close,0
nope,0
yes lol i am 44 years old and am divorced with a 16 year old daughter so yea i have ate my ( ex ) wifes pussy,0
no ! ! if you make a commitment then you keep it ! !,0
yes,0
yes right after my divorce,0
nope,0
too many years to count,0
many many many times too much to count,0
yes. in the navy,0
i have not but i would shoot the fucker that tryed,0
not really no. i was a scrappy little guy so i didn't get pushed around too much,0
yes but i did it anyway,0
i have been in several. won some lost some,0
to a motorcycle show. never in one. my harley is a 1978 shovelhead and not nice enough to show. but good enough to ride lol,0
yes and i just firmly say that i am a practicing catholic and to stop it,0
yes first time i had sex in it the second i was taken to the hospital for an asthma attack,0
i did i married her when i looked into her eyes after we woke up i asked if she loved me she said yes..... too bad i believed her,0
i have been jumped and they tryed to mug me but i got away. it happened in spain,0
yes london boston and new york,0
i have and i don't like it. my ankles arn't strong enough,0
i have not but i have set myself up to fail and often suceeded.,0
never i was in the first gulf war i made other people look stupid,0
nope,0
i promised my ex wife i would never leave her,0
i look too so it's no big deal,0
no never,0
no never,0
everyday,0
i like my name patrick means leader of men,0
i was in the navy for 6 years and have traveled the world. i have slept with hookers other men and dozens of women. i always wear a condom and practice safe sex. i have never had an std,0
yep yep,0
yep,0
all the time,0
done it yep,0
buffalo snake dog shark aligator >>>> if it walks talks wiggles or moves i will shoot it grill it and eat it,0
no what's the point .,0
nope never,0
every day but more so on my b day,0
nope never,0
no never,0
angelina jolie yeay she has nice boobs and she's hot,1
no but i did have one on my youngest sisters friend lol i slept with her,1
nope,0
no,0
i worked with a guy in yellowstone park that was a peeping tom. he was a freak and i didn't like him. yea girls can peep but i call them peeping suzie's,0
never what are they .,0
all the above and yes i really like it,0
yes and never again the sand gets in the way,0
yes or changed thier minds it sucks,0
yes. no never guilty. and i would do it again,0
i have been in fights but never a catfight,0
i just stopped. i was doing it twice a week. but now i have a kid doing it for me and i pay him for it,0
nope never,0
nope never,0
sometimes with a hot chick to make her laugh,0
no i have always liked being a man,0
yes in new york boston and london. it's dark and creepy and smelly. but it's fun in a creepy kind of way,0
home invasion hookers / john daddy / little girl,0
i have and i put it in a jar and took it outside,0
nope never,0
myself my dad and a number of people in the navy,0
never seen it,0
never saw it i don't eat fast food and don't like fatty fat people that do,0
yep molly hatchet and def leppard,0
yes comic books,0
what are gauges .,0
yes and i stopped talking and walked away,0
i have friends that are stippers and i am fine with it. that's how they make their money,0
yes in jail,0
no never i have used cuss words around my parents and that was fine. but never sworn at them,0
lol no never,0
i did. we stopped sleeping together and became very good friends.,0
nope never,0
yes,0
i have not watched it,0
i have shot really sick dogs and horses that were too lame to get better but i hate it,0
no but i beileve in gosts,0
pretty honest because other scientents go over their results,0
i have and i wish i hadn't,0
i have not but would love to,0
not a big ememiem fan,0
nope i firmly believe in a catholic god,0
yes the baseball one i love it,0
nope sorry,0
nope sorry,0
yes,0
nope but i have manipulated them and others,0
no i went to catholic school and i have not changed my veiews on the church at all,0
yes. i enjoy both getting and giving it,0
no but i have been on adult friend finder,0
yep it suxxed,0
no but i would i have dated everybody else american indians blacks whites mexicans etc. just never had the chance with an asian before,0
i am thanks ! !,0
hello,0
very good thanx,0
you asked a q to one of the people that i follow it showed up on my home page,0
okies,0
hey you how's your day .,0
kisses,0
never heard it,0
you are good baby,0
i am good and you .,0
i am good sweetie. going camping this weekend so have been working long hours to have the money and you .,0
i am well thanx yep i laughed at work. my boss is a dork,0
just now once i saw that you sent me a message,0
hey sweetie how was your day .,0
hey sweetie,0
hossenfeffer,0
okies. thanks,0
yes,0
unfair they don't all carry the hiv viris,0
lol i don't know,0
speak my mind every time,0
yes but they are still hot dogs and baseball for me,0
7 and way thick,0
i love all 3 of my sisters. i am real comfortable with them,0
10,0
i just feel it,0
i am pretty reserved,0
drink beer,0
lmao ! ! i don't dance,0
hit them it used to be my dad. we never got pysicall but we would get spirted,0
just smile and nod lol,0
yes i do and it sux. people should just get some thicker skin and get over it,0
religion is fine for those that want it,0
i don't like it,0
i agree sweetie,0
who cares .,0
anaracy is chaos and it would really hurt us,0
everybody is different. some times i am dirrect and to the point sometimes i am coy just depends,0
you just know.,0
deep laugh,0
i take pics,0
i don't eat burgers,0
over easy i don't drink milk yes but it's the minerals that actually have the taste,0
beer,0
i get worried. i pay attention to my body and don't like getting symtoms that i have never had before,0
bresnan cable,0
i have no idia,0
there are lots of theroies but i don't really know how they did it. the stone came from several miles away,0
they suxx i can't stand a lier,0
i haven't had that problem since i was your age wash your face with an oatmeal typ soap. it will get rid of the oil build up in your poars,0
pretty easy. i wash it down with beer,0
tall and thin i am 6 ft 1 and 186 lbs no i don't gain very easily,0
easily aloho vera,0
about a month ahead. we are spread out over two states and we have alot of family members so we have to have time to get our sheaduals together,0
a long way. i have a high tolerance for pain,0
no never,0
no clean drinking water. no internet no cars that would sux,0
education is very important. i went to college in arizona but haven't gotten my degree yet,0
my 18 th b day was 25 years ago,0
